X,Y,Z,Resistivity,Easting,Northing,Profile
108.5,0.0,-0.094,172.11,464657.6514084507,5754367.320422535,11
109.5,0.0,-0.094,170.91,464657.6021126761,5754366.355633803,11
110.5,0.0,-0.094,169.18,464657.5528169014,5754365.390845071,11
111.5,0.0,-0.094,167.18,464657.5035211268,5754364.4260563385,11
112.5,0.0,-0.094,171.92,464657.4542253521,5754363.461267605,11
113.5,0.0,-0.094,163.89,464657.4049295775,5754362.496478873,11
114.5,0.0,-0.094,164.29,464657.3556338028,5754361.531690141,11
115.5,0.0,-0.094,163.03,464657.30633802817,5754360.566901408,11
116.5,0.0,-0.094,170.42,464657.2570422535,5754359.602112676,11
117.5,0.0,-0.094,142.87,464657.2077464789,5754358.637323944,11
118.5,0.0,-0.094,165.37,464657.1584507042,5754357.672535211,11
119.5,0.0,-0.094,174.56,464657.1091549296,5754356.707746479,11
120.5,0.0,-0.094,135.75,464657.0598591549,5754355.742957747,11
121.5,0.0,-0.094,156.28,464657.01056338026,5754354.778169015,11
122.5,0.0,-0.094,151.28,464656.96126760566,5754353.813380281,11
123.5,0.0,-0.094,131.75,464656.911971831,5754352.848591549,11
124.5,0.0,-0.094,135.55,464656.86267605633,5754351.883802817,11
125.5,0.0,-0.094,122.91,464656.8133802817,5754350.919014084,11
126.5,0.0,-0.094,117.68,464656.7640845071,5754349.954225352,11
127.5,0.0,-0.094,116.83,464656.7147887324,5754348.98943662,11
128.5,0.0,-0.094,137.31,464656.66549295775,5754348.024647887,11
129.5,0.0,-0.094,267.19,464656.6161971831,5754347.059859155,11
130.5,0.0,-0.094,269.34,464656.5669014084,5754346.095070423,11
131.5,0.0,-0.094,539.62,464656.5176056338,5754345.1302816905,11
132.5,0.0,-0.094,451.15,464656.4683098592,5754344.165492957,11
133.5,0.0,-0.094,894.12,464656.4190140845,5754343.200704225,11
134.5,0.0,-0.094,1410.8,464656.3697183098,5754342.235915493,11
135.5,0.0,-0.094,1968.3,464656.3204225352,5754341.27112676,11
136.5,0.0,-0.094,1955.0,464656.2711267606,5754340.306338028,11
137.5,0.0,-0.094,2200.8,464656.2218309859,5754339.341549296,11
138.5,0.0,-0.094,2168.7,464656.17253521126,5754338.376760564,11
139.5,0.0,-0.094,4871.1001,464656.1232394366,5754337.411971831,11
3.5,0.0,-0.188,14821.0,464662.8274647888,5754468.623239436,11
4.5,0.0,-0.188,14034.0,464662.7781690141,5754467.658450704,11
5.5,0.0,-0.188,8509.7998,464662.7288732394,5754466.693661972,11
6.5,0.0,-0.188,24939.0,464662.6795774648,5754465.72887324,11
7.5,0.0,-0.188,5637.6001,464662.63028169016,5754464.764084507,11
8.5,0.0,-0.188,5600.2002,464662.5809859155,5754463.799295775,11
9.5,0.0,-0.188,9970.4004,464662.5316901408,5754462.834507043,11
10.5,0.0,-0.188,3806.0,464662.4823943662,5754461.8697183095,11
11.5,0.0,-0.188,9763.9004,464662.4330985916,5754460.904929577,11
12.5,0.0,-0.188,4288.2002,464662.3838028169,5754459.940140845,11
13.5,0.0,-0.188,4287.1001,464662.3345070423,5754458.975352113,11
14.5,0.0,-0.188,3558.2,464662.2852112676,5754458.01056338,11
15.5,0.0,-0.188,2866.3999,464662.2359154929,5754457.045774648,11
16.5,0.0,-0.188,2483.5,464662.1866197183,5754456.080985916,11
17.5,0.0,-0.188,2591.2,464662.13732394367,5754455.116197183,11
18.5,0.0,-0.188,2041.3,464662.088028169,5754454.151408451,11
19.5,0.0,-0.188,2029.4,464662.0387323944,5754453.186619719,11
20.5,0.0,-0.188,1045.3,464661.9894366197,5754452.2218309855,11
21.5,0.0,-0.188,1060.1,464661.9401408451,5754451.257042253,11
22.5,0.0,-0.188,1242.6,464661.8908450704,5754450.292253521,11
23.5,0.0,-0.188,2295.5,464661.84154929576,5754449.327464789,11
24.5,0.0,-0.188,3826.8,464661.7922535212,5754448.362676056,11
25.5,0.0,-0.188,3333.8999,464661.7429577465,5754447.397887324,11
26.5,0.0,-0.188,4282.7998,464661.69366197183,5754446.433098592,11
27.5,0.0,-0.188,5902.6001,464661.6443661972,5754445.468309859,11
28.5,0.0,-0.188,4603.8999,464661.5950704225,5754444.503521127,11
29.5,0.0,-0.188,1519.9,464661.5457746479,5754443.538732395,11
30.5,0.0,-0.188,2681.2,464661.4964788733,5754442.5739436615,11
31.5,0.0,-0.188,104.86,464661.4471830986,5754441.609154929,11
32.5,0.0,-0.188,179.47,464661.3978873239,5754440.644366197,11
33.5,0.0,-0.188,174.43,464661.3485915493,5754439.679577465,11
34.5,0.0,-0.188,174.26,464661.29929577466,5754438.714788732,11
35.5,0.0,-0.188,174.05,464661.25,5754437.75,11
36.5,0.0,-0.188,144.46,464661.2007042253,5754436.785211268,11
37.5,0.0,-0.188,144.77,464661.1514084507,5754435.820422535,11
38.5,0.0,-0.188,131.15,464661.1021126761,5754434.855633803,11
39.5,0.0,-0.188,139.26,464661.0528169014,5754433.890845071,11
40.5,0.0,-0.188,136.6,464661.0035211268,5754432.9260563385,11
41.5,0.0,-0.188,136.32,464660.9542253521,5754431.961267605,11
42.5,0.0,-0.188,139.15,464660.9049295775,5754430.996478873,11
43.5,0.0,-0.188,139.03,464660.8556338028,5754430.031690141,11
44.5,0.0,-0.188,143.54,464660.80633802817,5754429.066901408,11
45.5,0.0,-0.188,149.78,464660.7570422535,5754428.102112676,11
46.5,0.0,-0.188,153.01,464660.7077464789,5754427.137323944,11
47.5,0.0,-0.188,154.15,464660.6584507042,5754426.172535211,11
48.5,0.0,-0.188,157.88,464660.6091549296,5754425.207746479,11
49.5,0.0,-0.188,159.74,464660.5598591549,5754424.242957747,11
50.5,0.0,-0.188,154.33,464660.51056338026,5754423.278169015,11
51.5,0.0,-0.188,154.6,464660.46126760566,5754422.313380281,11
52.5,0.0,-0.188,160.01,464660.411971831,5754421.348591549,11
53.5,0.0,-0.188,160.57,464660.36267605633,5754420.383802817,11
54.5,0.0,-0.188,160.1,464660.3133802817,5754419.419014084,11
55.5,0.0,-0.188,158.75,464660.2640845071,5754418.454225352,11
56.5,0.0,-0.188,157.0,464660.2147887324,5754417.48943662,11
57.5,0.0,-0.188,157.09,464660.16549295775,5754416.524647887,11
58.5,0.0,-0.188,138.08,464660.1161971831,5754415.559859155,11
59.5,0.0,-0.188,138.43,464660.0669014084,5754414.595070423,11
60.5,0.0,-0.188,147.93,464660.0176056338,5754413.6302816905,11
61.5,0.0,-0.188,147.68,464659.9683098592,5754412.665492957,11
62.5,0.0,-0.188,138.01,464659.9190140845,5754411.700704225,11
63.5,0.0,-0.188,139.67,464659.8697183098,5754410.735915493,11
64.5,0.0,-0.188,137.8,464659.8204225352,5754409.77112676,11
65.5,0.0,-0.188,137.81,464659.7711267606,5754408.806338028,11
66.5,0.0,-0.188,141.57,464659.7218309859,5754407.841549296,11
67.5,0.0,-0.188,140.16,464659.67253521126,5754406.876760564,11
68.5,0.0,-0.188,141.99,464659.6232394366,5754405.911971831,11
69.5,0.0,-0.188,148.67,464659.573943662,5754404.947183099,11
70.5,0.0,-0.188,139.69,464659.5246478873,5754403.982394367,11
71.5,0.0,-0.188,139.91,464659.4753521127,5754403.0176056335,11
72.5,0.0,-0.188,148.35,464659.426056338,5754402.052816901,11
73.5,0.0,-0.188,148.18,464659.3767605634,5754401.088028169,11
74.5,0.0,-0.188,147.79,464659.3274647888,5754400.123239436,11
75.5,0.0,-0.188,147.22,464659.2781690141,5754399.158450704,11
76.5,0.0,-0.188,160.41,464659.2288732394,5754398.193661972,11
77.5,0.0,-0.188,160.44,464659.1795774648,5754397.22887324,11
78.5,0.0,-0.188,155.64,464659.13028169016,5754396.264084507,11
79.5,0.0,-0.188,160.34,464659.0809859155,5754395.299295775,11
80.5,0.0,-0.188,164.58,464659.0316901408,5754394.334507043,11
81.5,0.0,-0.188,164.7,464658.9823943662,5754393.3697183095,11
82.5,0.0,-0.188,168.31,464658.9330985916,5754392.404929577,11
83.5,0.0,-0.188,168.33,464658.8838028169,5754391.440140845,11
84.5,0.0,-0.188,168.48,464658.8345070423,5754390.475352113,11
85.5,0.0,-0.188,163.06,464658.7852112676,5754389.51056338,11
86.5,0.0,-0.188,155.28,464658.7359154929,5754388.545774648,11
87.5,0.0,-0.188,151.64,464658.6866197183,5754387.580985916,11
88.5,0.0,-0.188,156.84,464658.63732394367,5754386.616197183,11
89.5,0.0,-0.188,150.68,464658.588028169,5754385.651408451,11
90.5,0.0,-0.188,154.35,464658.5387323944,5754384.686619719,11
91.5,0.0,-0.188,157.35,464658.4894366197,5754383.7218309855,11
92.5,0.0,-0.188,155.26,464658.4401408451,5754382.757042253,11
93.5,0.0,-0.188,154.46,464658.3908450704,5754381.792253521,11
94.5,0.0,-0.188,162.35,464658.34154929576,5754380.827464789,11
95.5,0.0,-0.188,161.8,464658.2922535212,5754379.862676056,11
96.5,0.0,-0.188,158.22,464658.2429577465,5754378.897887324,11
97.5,0.0,-0.188,162.17,464658.19366197183,5754377.933098592,11
98.5,0.0,-0.188,162.04,464658.1443661972,5754376.968309859,11
99.5,0.0,-0.188,165.54,464658.0950704225,5754376.003521127,11
100.5,0.0,-0.188,166.45,464658.0457746479,5754375.038732395,11
101.5,0.0,-0.188,171.1,464657.9964788733,5754374.0739436615,11
102.5,0.0,-0.188,171.13,464657.9471830986,5754373.109154929,11
103.5,0.0,-0.188,176.51,464657.8978873239,5754372.144366197,11
104.5,0.0,-0.188,166.07,464657.8485915493,5754371.179577465,11
105.5,0.0,-0.188,177.3,464657.79929577466,5754370.214788732,11
106.5,0.0,-0.188,168.72,464657.75,5754369.25,11
107.5,0.0,-0.188,168.81,464657.7007042253,5754368.285211268,11
108.5,0.0,-0.188,172.11,464657.6514084507,5754367.320422535,11
109.5,0.0,-0.188,170.91,464657.6021126761,5754366.355633803,11
110.5,0.0,-0.188,169.18,464657.5528169014,5754365.390845071,11
111.5,0.0,-0.188,167.18,464657.5035211268,5754364.4260563385,11
112.5,0.0,-0.188,171.92,464657.4542253521,5754363.461267605,11
113.5,0.0,-0.188,163.89,464657.4049295775,5754362.496478873,11
114.5,0.0,-0.188,164.29,464657.3556338028,5754361.531690141,11
115.5,0.0,-0.188,163.03,464657.30633802817,5754360.566901408,11
116.5,0.0,-0.188,170.42,464657.2570422535,5754359.602112676,11
117.5,0.0,-0.188,142.87,464657.2077464789,5754358.637323944,11
118.5,0.0,-0.188,165.37,464657.1584507042,5754357.672535211,11
119.5,0.0,-0.188,174.56,464657.1091549296,5754356.707746479,11
120.5,0.0,-0.188,135.75,464657.0598591549,5754355.742957747,11
121.5,0.0,-0.188,156.28,464657.01056338026,5754354.778169015,11
122.5,0.0,-0.188,151.28,464656.96126760566,5754353.813380281,11
123.5,0.0,-0.188,131.75,464656.911971831,5754352.848591549,11
124.5,0.0,-0.188,135.55,464656.86267605633,5754351.883802817,11
125.5,0.0,-0.188,122.91,464656.8133802817,5754350.919014084,11
126.5,0.0,-0.188,117.68,464656.7640845071,5754349.954225352,11
127.5,0.0,-0.188,116.83,464656.7147887324,5754348.98943662,11
128.5,0.0,-0.188,137.31,464656.66549295775,5754348.024647887,11
129.5,0.0,-0.188,267.19,464656.6161971831,5754347.059859155,11
130.5,0.0,-0.188,269.34,464656.5669014084,5754346.095070423,11
131.5,0.0,-0.188,539.62,464656.5176056338,5754345.1302816905,11
132.5,0.0,-0.188,451.15,464656.4683098592,5754344.165492957,11
133.5,0.0,-0.188,894.12,464656.4190140845,5754343.200704225,11
134.5,0.0,-0.188,1410.8,464656.3697183098,5754342.235915493,11
135.5,0.0,-0.188,1968.3,464656.3204225352,5754341.27112676,11
136.5,0.0,-0.188,1955.0,464656.2711267606,5754340.306338028,11
137.5,0.0,-0.188,2200.8,464656.2218309859,5754339.341549296,11
138.5,0.0,-0.188,2168.7,464656.17253521126,5754338.376760564,11
139.5,0.0,-0.188,4871.1001,464656.1232394366,5754337.411971831,11
3.5,0.0,-0.581,14823.0,464662.8274647888,5754468.623239436,11
4.5,0.0,-0.581,14035.0,464662.7781690141,5754467.658450704,11
5.5,0.0,-0.581,8934.0,464662.7288732394,5754466.693661972,11
6.5,0.0,-0.581,18245.0,464662.6795774648,5754465.72887324,11
7.5,0.0,-0.581,5511.2998,464662.63028169016,5754464.764084507,11
8.5,0.0,-0.581,5618.7998,464662.5809859155,5754463.799295775,11
9.5,0.0,-0.581,10005.0,464662.5316901408,5754462.834507043,11
10.5,0.0,-0.581,3799.5,464662.4823943662,5754461.8697183095,11
11.5,0.0,-0.581,9742.7998,464662.4330985916,5754460.904929577,11
12.5,0.0,-0.581,4305.1001,464662.3838028169,5754459.940140845,11
13.5,0.0,-0.581,4289.2998,464662.3345070423,5754458.975352113,11
14.5,0.0,-0.581,3558.8999,464662.2852112676,5754458.01056338,11
15.5,0.0,-0.581,2866.5,464662.2359154929,5754457.045774648,11
16.5,0.0,-0.581,2482.5,464662.1866197183,5754456.080985916,11
17.5,0.0,-0.581,2592.6001,464662.13732394367,5754455.116197183,11
18.5,0.0,-0.581,2042.4,464662.088028169,5754454.151408451,11
19.5,0.0,-0.581,2025.2,464662.0387323944,5754453.186619719,11
20.5,0.0,-0.581,1352.5,464661.9894366197,5754452.2218309855,11
21.5,0.0,-0.581,1313.4,464661.9401408451,5754451.257042253,11
22.5,0.0,-0.581,1244.1,464661.8908450704,5754450.292253521,11
23.5,0.0,-0.581,2326.5,464661.84154929576,5754449.327464789,11
24.5,0.0,-0.581,3792.8999,464661.7922535212,5754448.362676056,11
25.5,0.0,-0.581,3313.7,464661.7429577465,5754447.397887324,11
26.5,0.0,-0.581,4259.6001,464661.69366197183,5754446.433098592,11
27.5,0.0,-0.581,5859.2002,464661.6443661972,5754445.468309859,11
28.5,0.0,-0.581,4605.3999,464661.5950704225,5754444.503521127,11
29.5,0.0,-0.581,1521.8,464661.5457746479,5754443.538732395,11
30.5,0.0,-0.581,2607.3999,464661.4964788733,5754442.5739436615,11
31.5,0.0,-0.581,104.67,464661.4471830986,5754441.609154929,11
32.5,0.0,-0.581,179.43,464661.3978873239,5754440.644366197,11
33.5,0.0,-0.581,174.4,464661.3485915493,5754439.679577465,11
34.5,0.0,-0.581,170.97,464661.29929577466,5754438.714788732,11
35.5,0.0,-0.581,170.43,464661.25,5754437.75,11
36.5,0.0,-0.581,144.48,464661.2007042253,5754436.785211268,11
37.5,0.0,-0.581,144.81,464661.1514084507,5754435.820422535,11
38.5,0.0,-0.581,131.2,464661.1021126761,5754434.855633803,11
39.5,0.0,-0.581,139.44,464661.0528169014,5754433.890845071,11
40.5,0.0,-0.581,136.68,464661.0035211268,5754432.9260563385,11
41.5,0.0,-0.581,136.37,464660.9542253521,5754431.961267605,11
42.5,0.0,-0.581,139.13,464660.9049295775,5754430.996478873,11
43.5,0.0,-0.581,139.06,464660.8556338028,5754430.031690141,11
44.5,0.0,-0.581,143.47,464660.80633802817,5754429.066901408,11
45.5,0.0,-0.581,149.7,464660.7570422535,5754428.102112676,11
46.5,0.0,-0.581,153.05,464660.7077464789,5754427.137323944,11
47.5,0.0,-0.581,154.2,464660.6584507042,5754426.172535211,11
48.5,0.0,-0.581,157.91,464660.6091549296,5754425.207746479,11
49.5,0.0,-0.581,159.71,464660.5598591549,5754424.242957747,11
50.5,0.0,-0.581,155.08,464660.51056338026,5754423.278169015,11
51.5,0.0,-0.581,155.26,464660.46126760566,5754422.313380281,11
52.5,0.0,-0.581,160.02,464660.411971831,5754421.348591549,11
53.5,0.0,-0.581,160.63,464660.36267605633,5754420.383802817,11
54.5,0.0,-0.581,160.47,464660.3133802817,5754419.419014084,11
55.5,0.0,-0.581,159.03,464660.2640845071,5754418.454225352,11
56.5,0.0,-0.581,156.7,464660.2147887324,5754417.48943662,11
57.5,0.0,-0.581,156.74,464660.16549295775,5754416.524647887,11
58.5,0.0,-0.581,143.83,464660.1161971831,5754415.559859155,11
59.5,0.0,-0.581,144.39,464660.0669014084,5754414.595070423,11
60.5,0.0,-0.581,147.81,464660.0176056338,5754413.6302816905,11
61.5,0.0,-0.581,147.13,464659.9683098592,5754412.665492957,11
62.5,0.0,-0.581,138.35,464659.9190140845,5754411.700704225,11
63.5,0.0,-0.581,139.98,464659.8697183098,5754410.735915493,11
64.5,0.0,-0.581,137.84,464659.8204225352,5754409.77112676,11
65.5,0.0,-0.581,137.86,464659.7711267606,5754408.806338028,11
66.5,0.0,-0.581,141.61,464659.7218309859,5754407.841549296,11
67.5,0.0,-0.581,140.21,464659.67253521126,5754406.876760564,11
68.5,0.0,-0.581,141.79,464659.6232394366,5754405.911971831,11
69.5,0.0,-0.581,148.56,464659.573943662,5754404.947183099,11
70.5,0.0,-0.581,141.09,464659.5246478873,5754403.982394367,11
71.5,0.0,-0.581,141.33,464659.4753521127,5754403.0176056335,11
72.5,0.0,-0.581,148.31,464659.426056338,5754402.052816901,11
73.5,0.0,-0.581,148.17,464659.3767605634,5754401.088028169,11
74.5,0.0,-0.581,148.3,464659.3274647888,5754400.123239436,11
75.5,0.0,-0.581,148.08,464659.2781690141,5754399.158450704,11
76.5,0.0,-0.581,159.32,464659.2288732394,5754398.193661972,11
77.5,0.0,-0.581,159.66,464659.1795774648,5754397.22887324,11
78.5,0.0,-0.581,156.33,464659.13028169016,5754396.264084507,11
79.5,0.0,-0.581,160.74,464659.0809859155,5754395.299295775,11
80.5,0.0,-0.581,164.59,464659.0316901408,5754394.334507043,11
81.5,0.0,-0.581,164.72,464658.9823943662,5754393.3697183095,11
82.5,0.0,-0.581,168.44,464658.9330985916,5754392.404929577,11
83.5,0.0,-0.581,168.52,464658.8838028169,5754391.440140845,11
84.5,0.0,-0.581,168.49,464658.8345070423,5754390.475352113,11
85.5,0.0,-0.581,163.03,464658.7852112676,5754389.51056338,11
86.5,0.0,-0.581,155.52,464658.7359154929,5754388.545774648,11
87.5,0.0,-0.581,151.98,464658.6866197183,5754387.580985916,11
88.5,0.0,-0.581,156.75,464658.63732394367,5754386.616197183,11
89.5,0.0,-0.581,150.71,464658.588028169,5754385.651408451,11
90.5,0.0,-0.581,154.25,464658.5387323944,5754384.686619719,11
91.5,0.0,-0.581,157.33,464658.4894366197,5754383.7218309855,11
92.5,0.0,-0.581,155.66,464658.4401408451,5754382.757042253,11
93.5,0.0,-0.581,154.89,464658.3908450704,5754381.792253521,11
94.5,0.0,-0.581,161.66,464658.34154929576,5754380.827464789,11
95.5,0.0,-0.581,160.87,464658.2922535212,5754379.862676056,11
96.5,0.0,-0.581,158.25,464658.2429577465,5754378.897887324,11
97.5,0.0,-0.581,162.2,464658.19366197183,5754377.933098592,11
98.5,0.0,-0.581,162.05,464658.1443661972,5754376.968309859,11
99.5,0.0,-0.581,165.54,464658.0950704225,5754376.003521127,11
100.5,0.0,-0.581,166.5,464658.0457746479,5754375.038732395,11
101.5,0.0,-0.581,171.12,464657.9964788733,5754374.0739436615,11
102.5,0.0,-0.581,171.15,464657.9471830986,5754373.109154929,11
103.5,0.0,-0.581,176.45,464657.8978873239,5754372.144366197,11
104.5,0.0,-0.581,166.58,464657.8485915493,5754371.179577465,11
105.5,0.0,-0.581,177.38,464657.79929577466,5754370.214788732,11
106.5,0.0,-0.581,169.83,464657.75,5754369.25,11
107.5,0.0,-0.581,169.84,464657.7007042253,5754368.285211268,11
108.5,0.0,-0.581,172.14,464657.6514084507,5754367.320422535,11
109.5,0.0,-0.581,170.91,464657.6021126761,5754366.355633803,11
110.5,0.0,-0.581,169.36,464657.5528169014,5754365.390845071,11
111.5,0.0,-0.581,167.6,464657.5035211268,5754364.4260563385,11
112.5,0.0,-0.581,171.93,464657.4542253521,5754363.461267605,11
113.5,0.0,-0.581,163.96,464657.4049295775,5754362.496478873,11
114.5,0.0,-0.581,164.23,464657.3556338028,5754361.531690141,11
115.5,0.0,-0.581,162.94,464657.30633802817,5754360.566901408,11
116.5,0.0,-0.581,170.43,464657.2570422535,5754359.602112676,11
117.5,0.0,-0.581,142.85,464657.2077464789,5754358.637323944,11
118.5,0.0,-0.581,150.24,464657.1584507042,5754357.672535211,11
119.5,0.0,-0.581,158.66,464657.1091549296,5754356.707746479,11
120.5,0.0,-0.581,136.6,464657.0598591549,5754355.742957747,11
121.5,0.0,-0.581,156.59,464657.01056338026,5754354.778169015,11
122.5,0.0,-0.581,152.04,464656.96126760566,5754353.813380281,11
123.5,0.0,-0.581,132.17,464656.911971831,5754352.848591549,11
124.5,0.0,-0.581,134.48,464656.86267605633,5754351.883802817,11
125.5,0.0,-0.581,121.23,464656.8133802817,5754350.919014084,11
126.5,0.0,-0.581,118.01,464656.7640845071,5754349.954225352,11
127.5,0.0,-0.581,117.28,464656.7147887324,5754348.98943662,11
128.5,0.0,-0.581,136.06,464656.66549295775,5754348.024647887,11
129.5,0.0,-0.581,267.16,464656.6161971831,5754347.059859155,11
130.5,0.0,-0.581,269.32,464656.5669014084,5754346.095070423,11
131.5,0.0,-0.581,537.4,464656.5176056338,5754345.1302816905,11
132.5,0.0,-0.581,461.83,464656.4683098592,5754344.165492957,11
133.5,0.0,-0.581,912.01,464656.4190140845,5754343.200704225,11
134.5,0.0,-0.581,1409.6,464656.3697183098,5754342.235915493,11
135.5,0.0,-0.581,1967.7,464656.3204225352,5754341.27112676,11
136.5,0.0,-0.581,1990.9,464656.2711267606,5754340.306338028,11
137.5,0.0,-0.581,2242.2,464656.2218309859,5754339.341549296,11
138.5,0.0,-0.581,2170.1001,464656.17253521126,5754338.376760564,11
139.5,0.0,-0.581,4780.1001,464656.1232394366,5754337.411971831,11
3.5,0.0,-1.014,34286.0,464662.8274647888,5754468.623239436,11
4.5,0.0,-1.014,16837.0,464662.7781690141,5754467.658450704,11
5.5,0.0,-1.014,16667.0,464662.7288732394,5754466.693661972,11
6.5,0.0,-1.014,16681.0,464662.6795774648,5754465.72887324,11
7.5,0.0,-1.014,5509.5,464662.63028169016,5754464.764084507,11
8.5,0.0,-1.014,6727.3999,464662.5809859155,5754463.799295775,11
9.5,0.0,-1.014,12249.0,464662.5316901408,5754462.834507043,11
10.5,0.0,-1.014,3795.8999,464662.4823943662,5754461.8697183095,11
11.5,0.0,-1.014,9721.5,464662.4330985916,5754460.904929577,11
12.5,0.0,-1.014,5521.2998,464662.3838028169,5754459.940140845,11
13.5,0.0,-1.014,5046.2998,464662.3345070423,5754458.975352113,11
14.5,0.0,-1.014,3574.0,464662.2852112676,5754458.01056338,11
15.5,0.0,-1.014,2871.8,464662.2359154929,5754457.045774648,11
16.5,0.0,-1.014,2485.0,464662.1866197183,5754456.080985916,11
17.5,0.0,-1.014,2599.1001,464662.13732394367,5754455.116197183,11
18.5,0.0,-1.014,2046.9,464662.088028169,5754454.151408451,11
19.5,0.0,-1.014,2030.7,464662.0387323944,5754453.186619719,11
20.5,0.0,-1.014,8345.0,464661.9894366197,5754452.2218309855,11
21.5,0.0,-1.014,8372.5,464661.9401408451,5754451.257042253,11
22.5,0.0,-1.014,1274.5,464661.8908450704,5754450.292253521,11
23.5,0.0,-1.014,2399.8999,464661.84154929576,5754449.327464789,11
24.5,0.0,-1.014,2031.5,464661.7922535212,5754448.362676056,11
25.5,0.0,-1.014,1480.8,464661.7429577465,5754447.397887324,11
26.5,0.0,-1.014,3607.7,464661.69366197183,5754446.433098592,11
27.5,0.0,-1.014,3626.8,464661.6443661972,5754445.468309859,11
28.5,0.0,-1.014,4093.8,464661.5950704225,5754444.503521127,11
29.5,0.0,-1.014,1518.5,464661.5457746479,5754443.538732395,11
30.5,0.0,-1.014,1508.4,464661.4964788733,5754442.5739436615,11
31.5,0.0,-1.014,97.985,464661.4471830986,5754441.609154929,11
32.5,0.0,-1.014,179.06,464661.3978873239,5754440.644366197,11
33.5,0.0,-1.014,174.45,464661.3485915493,5754439.679577465,11
34.5,0.0,-1.014,124.99,464661.29929577466,5754438.714788732,11
35.5,0.0,-1.014,140.38,464661.25,5754437.75,11
36.5,0.0,-1.014,144.62,464661.2007042253,5754436.785211268,11
37.5,0.0,-1.014,145.51,464661.1514084507,5754435.820422535,11
38.5,0.0,-1.014,140.4,464661.1021126761,5754434.855633803,11
39.5,0.0,-1.014,141.29,464661.0528169014,5754433.890845071,11
40.5,0.0,-1.014,142.18,464661.0035211268,5754432.9260563385,11
41.5,0.0,-1.014,141.87,464660.9542253521,5754431.961267605,11
42.5,0.0,-1.014,143.03,464660.9049295775,5754430.996478873,11
43.5,0.0,-1.014,142.97,464660.8556338028,5754430.031690141,11
44.5,0.0,-1.014,143.71,464660.80633802817,5754429.066901408,11
45.5,0.0,-1.014,149.75,464660.7570422535,5754428.102112676,11
46.5,0.0,-1.014,157.37,464660.7077464789,5754427.137323944,11
47.5,0.0,-1.014,158.71,464660.6584507042,5754426.172535211,11
48.5,0.0,-1.014,158.56,464660.6091549296,5754425.207746479,11
49.5,0.0,-1.014,161.95,464660.5598591549,5754424.242957747,11
50.5,0.0,-1.014,173.19,464660.51056338026,5754423.278169015,11
51.5,0.0,-1.014,173.23,464660.46126760566,5754422.313380281,11
52.5,0.0,-1.014,161.14,464660.411971831,5754421.348591549,11
53.5,0.0,-1.014,161.44,464660.36267605633,5754420.383802817,11
54.5,0.0,-1.014,164.53,464660.3133802817,5754419.419014084,11
55.5,0.0,-1.014,163.34,464660.2640845071,5754418.454225352,11
56.5,0.0,-1.014,156.93,464660.2147887324,5754417.48943662,11
57.5,0.0,-1.014,156.97,464660.16549295775,5754416.524647887,11
58.5,0.0,-1.014,171.5,464660.1161971831,5754415.559859155,11
59.5,0.0,-1.014,172.87,464660.0669014084,5754414.595070423,11
60.5,0.0,-1.014,148.02,464660.0176056338,5754413.6302816905,11
61.5,0.0,-1.014,147.19,464659.9683098592,5754412.665492957,11
62.5,0.0,-1.014,148.83,464659.9190140845,5754411.700704225,11
63.5,0.0,-1.014,149.43,464659.8697183098,5754410.735915493,11
64.5,0.0,-1.014,142.48,464659.8204225352,5754409.77112676,11
65.5,0.0,-1.014,142.23,464659.7711267606,5754408.806338028,11
66.5,0.0,-1.014,145.19,464659.7218309859,5754407.841549296,11
67.5,0.0,-1.014,142.06,464659.67253521126,5754406.876760564,11
68.5,0.0,-1.014,141.81,464659.6232394366,5754405.911971831,11
69.5,0.0,-1.014,148.54,464659.573943662,5754404.947183099,11
70.5,0.0,-1.014,157.66,464659.5246478873,5754403.982394367,11
71.5,0.0,-1.014,157.84,464659.4753521127,5754403.0176056335,11
72.5,0.0,-1.014,148.67,464659.426056338,5754402.052816901,11
73.5,0.0,-1.014,148.3,464659.3767605634,5754401.088028169,11
74.5,0.0,-1.014,164.99,464659.3274647888,5754400.123239436,11
75.5,0.0,-1.014,164.43,464659.2781690141,5754399.158450704,11
76.5,0.0,-1.014,159.13,464659.2288732394,5754398.193661972,11
77.5,0.0,-1.014,159.46,464659.1795774648,5754397.22887324,11
78.5,0.0,-1.014,166.84,464659.13028169016,5754396.264084507,11
79.5,0.0,-1.014,169.22,464659.0809859155,5754395.299295775,11
80.5,0.0,-1.014,166.8,464659.0316901408,5754394.334507043,11
81.5,0.0,-1.014,166.58,464658.9823943662,5754393.3697183095,11
82.5,0.0,-1.014,171.94,464658.9330985916,5754392.404929577,11
83.5,0.0,-1.014,172.28,464658.8838028169,5754391.440140845,11
84.5,0.0,-1.014,168.86,464658.8345070423,5754390.475352113,11
85.5,0.0,-1.014,163.21,464658.7852112676,5754389.51056338,11
86.5,0.0,-1.014,162.66,464658.7359154929,5754388.545774648,11
87.5,0.0,-1.014,158.03,464658.6866197183,5754387.580985916,11
88.5,0.0,-1.014,157.3,464658.63732394367,5754386.616197183,11
89.5,0.0,-1.014,151.65,464658.588028169,5754385.651408451,11
90.5,0.0,-1.014,154.32,464658.5387323944,5754384.686619719,11
91.5,0.0,-1.014,157.87,464658.4894366197,5754383.7218309855,11
